task_id,must_read,may_update,must_update_on_change,validation_gate,raw_log_path,evidence_artifacts,source_of_truth_table,governing_docs,exact_read_paths,exact_update_paths,path_policy,task_graph_row
CDB025,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB025-build-static.log,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,build script fixture emits static rows/gaps,logs/CDB025-build-static.log,logs/CDB025-build-static.log;build_scripts;capture_gaps,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB025
CDB026,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB026-include.log,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,include fixture passes,logs/CDB026-include.log,logs/CDB026-include.log;static_include_edges,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB026
CDB027,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB027-native.log,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,native fixture emits rows/gaps,logs/CDB027-native.log,logs/CDB027-native.log;native/link tables;capture_gaps,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB027
CDB028,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB028-no-mutation.log,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,clean/dirty git fixtures pass,logs/CDB028-no-mutation.log,logs/CDB028-no-mutation.log;no_mutation_proofs,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB028
CDB029,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,crates/codedb/Cargo.toml;crates/codedb/src/main.rs;crates/codedb/tests/relative_repo_path.rs,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,JSON/NUON/CSV outputs validate,logs/CDB029-cli.log,logs/CDB029-cli.log;codedb CLI,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB029
CDB030,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,crates/nu_plugin_codedb/Cargo.toml;crates/nu_plugin_codedb/src/main.rs,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,Nu command smoke passes,logs/CDB030-nu-plugin.log,logs/CDB030-nu-plugin.log;nu_plugin_codedb,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB030
CDB031,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,crates/codedb/Cargo.toml;crates/codedb/src/main.rs;crates/codedb/tests/relative_repo_path.rs,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,doctor reports Nu/Yazelix/Codex status,logs/CDB031-doctor.log,logs/CDB031-doctor.log;codedb doctor,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB031
CDB032,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB032-mcp.log,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,MCP page/limit/source guard tests pass,logs/CDB032-mcp.log,logs/CDB032-mcp.log;codedb mcp serve,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB032
CDB033,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB033-unsafe-gate.log,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,refuses without unsafe flag,logs/CDB033-unsafe-gate.log,logs/CDB033-unsafe-gate.log;capture build,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB033
CDB034,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,logs/CDB034-build-capture.log,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,approved fixture captures logs or gaps,logs/CDB034-build-capture.log,logs/CDB034-build-capture.log;build capture rows,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB034
CDB035,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,crates/codedb/Cargo.toml;crates/codedb/src/main.rs;crates/codedb/tests/relative_repo_path.rs;docs/ENVCTL_EXPORT_CONTRACT.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,envctl export validates,logs/CDB035-envctl-export.log,logs/CDB035-envctl-export.log;export manifests,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,docs/ENVCTL_EXPORT_CONTRACT.md;execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB035
CDB036,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,docs/META_INTEGRATION.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,meta selected repo scan works,logs/CDB036-meta.log,logs/CDB036-meta.log;--repo-id/--repo-path,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,docs/META_INTEGRATION.md;execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB036
CDB037,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,docs/CODEX_BRIDGE.md;examples/codex/codedb_bounded_smoke_report.json;examples/codex/codedb_mcp_config.json,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,manual config lint passes,logs/CDB037-codex-bridge.log,logs/CDB037-codex-bridge.log;Codex bridge docs,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,docs/CODEX_BRIDGE.md;execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB037
CDB038,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,docs/YAZELIX_PLACEMENT.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,host/runtime Nu distinction documented,logs/CDB038-yazelix.log,logs/CDB038-yazelix.log;Yazelix docs,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,docs/YAZELIX_PLACEMENT.md;execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB038
CDB039,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,crates/codedb/Cargo.toml;crates/codedb/src/main.rs;crates/codedb/tests/relative_repo_path.rs;docs/RELEASE_GATE.md,execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,runner-readable proof manifest exists,logs/CDB039-runner.log,logs/CDB039-runner.log;proof export,execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;nu_plugin_codedb_remaining_execution_checklist.md;execution/TASK_GRAPH.csv,CODEDB_START_HERE.md;READINESS_GATE.md;NAVIGATION.md;prd/nu_plugin_codedb_v1_1_full_prd.md;nu_plugin_codedb_execution_package_checklist.md;execution/TASK_GRAPH.csv;DOC_GRAPH.md;DRIFT_GUARD.md;STOP_CONDITIONS.md;GOAL.md;SUBGOALS.md;ACCEPTANCE.md;FIRST_RUN_PROMPT.md;nu_plugin_codedb_remaining_execution_checklist.md,docs/RELEASE_GATE.md;execution/COMMAND_LEDGER.csv;execution/WORKLOG.md;manifests/PACK_MANIFEST.json;manifests/CHECKSUMS.sha256,current artifacts exact; planned implementation globs allowed only while task status is planned,CDB039
