requirement_id,parent_id,requirement,authoritative_source,source_ref,implementation_paths,test_paths,verification_command,proof_artifacts,proof_head_sha,evidence_status,task_status,notes
CDB089,CDB089,Prove operator approval and manual decision provenance is mandatory for apply,execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB089,crates/codedb_core/src/lib.rs;crates/codedb/src/main.rs,crates/codedb_core/**,cargo test -p codedb-core -p codedb,stdout:cdb089-stdout;stderr:cdb089-stderr,,verified,complete,Direct current-tree tests prove apply refuses incomplete operator decision provenance.
CDB090,CDB090,Require all mandatory capability tests reproduction proof and full validation before reseal,execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB090,scripts/validate_bidirectional_package.py;scripts/validate_requirement_proof_ledger.py;crates/codedb/src/main.rs;manifests/PACKAGE_VALIDATION.json,tests/test_requirement_proof_ledger.py,python3 scripts/validate_bidirectional_package.py --direct-evidence,stdout:cdb090-stdout;stderr:cdb090-stderr,,verified,complete,"All 21 bidirectional rows, all 140 direct-evidence rows, mandatory capability tests, reproduction proof, and the resealed manifest gate are complete; detached release attestation remains a separate clean-tree requirement."
CDB106-AC01,CDB106,List every V1.1 requirement with source implementation direct tests and final command,gitkb:tasks/cdb106-mandatory-v1-1-completion,Acceptance criterion 1,tests/test_requirement_proof_ledger.py,tests/test_requirement_proof_ledger.py,python3 scripts/validate_requirement_proof_ledger.py --structure-only,stdout:cdb106-ac01-stdout;stderr:cdb106-ac01-stderr,,verified,complete,"Schema-4 detached proof executes the exact verification command and binds its typed evidence to the current FlexNetOS/nu_plugin commit, tree, ledger, and validator identities."
CDB106-AC02,CDB106,Prove compiler-observed macro and proc-macro behavior without static overclaim,gitkb:tasks/cdb106-mandatory-v1-1-completion,Acceptance criterion 2,crates/codedb_rust_static/**;crates/codedb_build_capture/**,crates/codedb_rust_static/**,cargo test -p codedb-rust-static -p codedb-build-capture,stdout:cdb106-ac02-stdout;stderr:cdb106-ac02-stderr,,verified,complete,CDB077 and CDB078 remain active
CDB106-AC03,CDB106,Prove approved build execution OUT_DIR provenance and redacted logs while defaults do not execute,gitkb:tasks/cdb106-mandatory-v1-1-completion,Acceptance criterion 3,crates/codedb_build_capture/**;fixtures/out_dir_generator/**,crates/codedb_build_capture/**,cargo test -p codedb-build-capture,stdout:cdb106-ac03-stdout;stderr:cdb106-ac03-stderr,,verified,complete,CDB079 and CDB080 remain active
CDB106-AC04,CDB106,Capture pinned HIR MIR and rustdoc artifacts with exact toolchain context,gitkb:tasks/cdb106-mandatory-v1-1-completion,Acceptance criterion 4,crates/codedb_rust_static/**,crates/codedb_rust_static/**,cargo test -p codedb-rust-static,stdout:cdb106-ac04-stdout;stderr:cdb106-ac04-stderr;file:cdb106-ac04-hir:repository:logs/compiler-observed/macro_rules/hir.txt;file:cdb106-ac04-mir:repository:logs/compiler-observed/macro_rules/mir.txt;file:cdb106-ac04-rustdoc:repository:logs/compiler-observed/macro_rules/rustdoc_public_api.json;file:cdb106-ac04-resolution:repository:logs/compiler-observed/macro_rules/macro_resolution.rmeta;file:cdb106-ac04-summary:repository:logs/compiler-observed/SUMMARY.json,,verified,complete,Tracked HIR MIR rustdoc and binary resolution artifacts are pinned to the exact compiler toolchain context and verified by the broker suite.
CDB106-AC05,CDB106,Prove identical end-to-end reproduction contract for redb and PostgreSQL with explicit DSN,gitkb:tasks/cdb106-mandatory-v1-1-completion,Acceptance criterion 5,crates/codedb_store_redb/**;crates/codedb_store_pg/**;crates/codedb/**,crates/codedb_store_pg/tests/**,cargo test -p codedb-store-redb -p codedb-store-pg -p codedb --all-features,stdout:cdb106-ac05-stdout;stderr:cdb106-ac05-stderr;file:cdb106-ac05-pg-receipt:repository:logs/receipts/cdb106-ac05-stdout.log,,verified,complete,"Schema-4 detached proof executes the exact verification command and binds its typed evidence to the current FlexNetOS/nu_plugin commit, tree, ledger, and validator identities."
CDB106-AC06,CDB106,Expose bounded non-mutating CLI Nu and MCP operations with backend-neutral results and raw-source denial,gitkb:tasks/cdb106-mandatory-v1-1-completion,Acceptance criterion 6,crates/codedb/**;crates/nu_plugin_codedb/**;crates/codedb_mcp/**,tests/test_codex_bounded_bridge.nu,nu --no-config-file tests/test_codex_bounded_bridge.nu,stdout:cdb106-ac06-stdout;stderr:cdb106-ac06-stderr,,verified,complete,Current-head bounded Nu and MCP bridge proof verifies backend-neutral results and raw-source denial; redb and PostgreSQL parity are separately proven by CDB086 and CDB106-AC05
CDB106-AC07,CDB106,Reject path escapes unsafe symlinks and source-checkout mutation for every store,gitkb:tasks/cdb106-mandatory-v1-1-completion,Acceptance criterion 7,crates/codedb_core/tests/materialization_paths.rs;crates/codedb/src/main.rs,tests/test_materialization_safety.py,python3 tests/test_materialization_safety.py,stdout:cdb106-ac07-stdout;stderr:cdb106-ac07-stderr,,verified,complete,Current-head materialization safety proof verifies path symlink and source-mutation guards across stores
CDB106-AC08,CDB106,Prove the former materialization fixture race is deterministic under repeated affected-crate runs,gitkb:tasks/cdb106-mandatory-v1-1-completion,Acceptance criterion 8,crates/codedb/src/main.rs,crates/codedb/**,cargo test -p codedb --all-features,stdout:cdb106-ac08-stdout;stderr:cdb106-ac08-stderr,,verified,complete,"Schema-4 detached proof executes the exact verification command and binds its typed evidence to the current FlexNetOS/nu_plugin commit, tree, ledger, and validator identities."
CDB106-AC09,CDB106,Pass exact-tree affected-crate workspace-wide and CI-equivalent checks without generated mutation,gitkb:tasks/cdb106-mandatory-v1-1-completion,Acceptance criterion 9,crates/**,crates/**,cargo fmt --all --check && cargo clippy --workspace --all-targets --all-features && cargo test --workspace --all-features,stdout:cdb106-ac09-stdout;stderr:cdb106-ac09-stderr;file:cdb106-ac09-pg-receipt:repository:logs/receipts/cdb106-ac09-full-stdout.log,,verified,complete,"Schema-4 detached proof executes the exact verification command and binds its typed evidence to the current FlexNetOS/nu_plugin commit, tree, ledger, and validator identities."
CDB106-AC10,CDB106,Keep GitKB evidence uncommitted and PR draft until every criterion has direct proof,gitkb:tasks/cdb106-mandatory-v1-1-completion,Acceptance criterion 10,scripts/validate_requirement_proof_ledger.py,tests/test_requirement_proof_ledger.py,python3 scripts/validate_requirement_proof_ledger.py --direct-evidence,stdout:cdb106-ac10-stdout;stderr:cdb106-ac10-stderr,,verified,complete,"Schema-4 detached proof executes the exact verification command and binds its typed evidence to the current FlexNetOS/nu_plugin commit, tree, ledger, and validator identities."
REQ-061-NFR01,REQ-061,Implement target-root indirection and alias resolution without blind META_ROOT replacement,https://github.com/FlexNetOS/envctl/issues/414,Non-negotiable constraint 1,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-nfr01-stdout;stderr:req-061-nfr01-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-NFR02,REQ-061,Require preview or plan before every mutation and require apply plus confirmation for destructive paths,https://github.com/FlexNetOS/envctl/issues/414,Non-negotiable constraint 2,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-nfr02-stdout;stderr:req-061-nfr02-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-NFR03,REQ-061,Use a real deterministic persisted index backend behind a storage boundary,https://github.com/FlexNetOS/envctl/issues/414,Non-negotiable constraint 3,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-nfr03-stdout;stderr:req-061-nfr03-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-NFR04,REQ-061,Detect running wrappers and stage atomic promotion or refuse unsafe process disturbance,https://github.com/FlexNetOS/envctl/issues/414,Non-negotiable constraint 4,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-nfr04-stdout;stderr:req-061-nfr04-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-NFR05,REQ-061,Install new tools only through envctl managed component roots,https://github.com/FlexNetOS/envctl/issues/414,Non-negotiable constraint 5,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-nfr05-stdout;stderr:req-061-nfr05-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-NFR06,REQ-061,Support stable deterministic JSON for every new agent query and refactor command,https://github.com/FlexNetOS/envctl/issues/414,Non-negotiable constraint 6,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-nfr06-stdout;stderr:req-061-nfr06-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-NFR07,REQ-061,Share engine APIs between CLI and GUI instead of CLI-only behavior,https://github.com/FlexNetOS/envctl/issues/414,Non-negotiable constraint 7,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-nfr07-stdout;stderr:req-061-nfr07-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-NFR08,REQ-061,Fail closed with backups atomic writes marker ownership and deterministic sorting,https://github.com/FlexNetOS/envctl/issues/414,Non-negotiable constraint 8,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-nfr08-stdout;stderr:req-061-nfr08-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-NFR09,REQ-061,Build and test real code with fmt workspace tests and repository gates,https://github.com/FlexNetOS/envctl/issues/414,Non-negotiable constraint 9,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo fmt --manifest-path ../envctl/Cargo.toml --all --check && cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-nfr09-stdout;stderr:req-061-nfr09-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-NFR10,REQ-061,Prevent C or FFI dependency regressions and componentize disallowed tools,https://github.com/FlexNetOS/envctl/issues/414,Non-negotiable constraint 10,../envctl/ci/gates/no-c.sh;../envctl/crates/engine/**,../envctl/ci/gates/no-c.sh,cd ../envctl && bash ci/gates/no-c.sh,stdout:req-061-nfr10-stdout;stderr:req-061-nfr10-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-ARCH01,REQ-061,Implement a testable Rust-native db or catalog-mutation engine module,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 1,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch01-stdout;stderr:req-061-arch01-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-ARCH02,REQ-061,Implement typed multi-root kinds roles aliases profiles precedence and verifier status,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 2,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch02-stdout;stderr:req-061-arch02-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-ARCH03,REQ-061,Index files with owner parser hash size generation protection mutation policy and timestamp fields,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 3 file rows,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch03-stdout;stderr:req-061-arch03-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-ARCH04,REQ-061,Index typed symbols with stable spans ownership confidence and mutation policy,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 3 symbol rows,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch04-stdout;stderr:req-061-arch04-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-ARCH05,REQ-061,Index occurrences with context offsets replacement candidacy and replacement policy,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 3 occurrence rows,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch05-stdout;stderr:req-061-arch05-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-ARCH06,REQ-061,Implement deterministic table filters presets and explain output without a broad SQL clone,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 4,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch06-stdout;stderr:req-061-arch06-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-ARCH07,REQ-061,Build root-aware refactor plans with safe manual refused diffs verifiers and rollback actions,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 5,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch07-stdout;stderr:req-061-arch07-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-ARCH08,REQ-061,Implement parse-plan-temp-fsync-rename-reread-hash safe edits with backups and format preservation,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 6,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch08-stdout;stderr:req-061-arch08-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-ARCH09,REQ-061,Extract Rust crates modules items imports clap commands root symbols and impact spans with syn,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 7,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch09-stdout;stderr:req-061-arch09-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-ARCH10,REQ-061,Manage rg sg fd sd taplo jaq and nu through envctl components with detect install verify,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 8,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-arch10-stdout;stderr:req-061-arch10-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-ARCH11,REQ-061,Expose agent-first roots refs refactor hooks widgets and optional gated TUI,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 9,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-arch11-stdout;stderr:req-061-arch11-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-ARCH12,REQ-061,Discover Codex hooks wrappers policies and launchers across scoped roots with ownership and runtime state,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 10 discovery,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch12-stdout;stderr:req-061-arch12-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-ARCH13,REQ-061,Plan stage verify back up and atomically deploy owned hooks while refusing unsafe clobber,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 10 deploy,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch13-stdout;stderr:req-061-arch13-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-ARCH14,REQ-061,Implement DbIndexStore load save and query boundary with deterministic local persistence,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 11,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch14-stdout;stderr:req-061-arch14-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-ARCH15,REQ-061,Integrate complete db CLI with JSON help deterministic output refusal exits and write gates,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 12,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl,stdout:req-061-arch15-stdout;stderr:req-061-arch15-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-ARCH16,REQ-061,Provide GUI-consumable engine view models and keep GUI behavior on shared APIs,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 13,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-arch16-stdout;stderr:req-061-arch16-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-ARCH17,REQ-061,Add all ten required fixtures for roots TOML hooks process locks nesting symbols refusal and atomic backup,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 14,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-arch17-stdout;stderr:req-061-arch17-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-ARCH18,REQ-061,Update README roadmap DB automation and CLI examples for Meta and LifeOS multi-root identity,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 15,external:../envctl/README.md;external:../envctl/docs/ROADMAP.md;external:../envctl/docs/DB-AUTOMATION.md,external:../envctl/crates/cli/tests/db_docs_contract.rs,cargo test --manifest-path ../envctl/Cargo.toml -p envctl --test db_docs_contract,stdout:req-061-arch18-stdout;stderr:req-061-arch18-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-ARCH19,REQ-061,Run all issue verification commands plus shape no-C and cargo-audit gates when present,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 16,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo fmt --manifest-path ../envctl/Cargo.toml --all --check && cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-arch19-stdout;stderr:req-061-arch19-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-CMD01,REQ-061,Expose envctl db scan with repo-root targeting and JSON,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db scan,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,tmpdir=$(mktemp -d); trap 'rm -rf "$tmpdir"' EXIT; mkdir "$tmpdir/envctl"; git -C ../envctl archive HEAD | tar -x -C "$tmpdir/envctl"; cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db --repo-root "$tmpdir/envctl" scan --json,stdout:req-061-cmd01-stdout;stderr:req-061-cmd01-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-CMD02,REQ-061,Expose envctl db roots with multi-root JSON,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db roots,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db roots --json,stdout:req-061-cmd02-stdout;stderr:req-061-cmd02-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-CMD03,REQ-061,Expose envctl db query with deterministic presets filters and explain,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db query,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db query --preset root-meta --json,stdout:req-061-cmd03-stdout;stderr:req-061-cmd03-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-CMD04,REQ-061,Expose envctl db symbols with kind name language and JSON filters,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db symbols,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db --repo-root ../envctl symbols --json,stdout:req-061-cmd04-stdout;stderr:req-061-cmd04-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-CMD05,REQ-061,Expose envctl db impact for symbol reference mapping,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db impact,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db impact --symbol META_ROOT --json,stdout:req-061-cmd05-stdout;stderr:req-061-cmd05-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-CMD06,REQ-061,Expose root-alias refactor planning render-out and guarded apply semantics,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db refactor root-alias,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,tmpdir=$(mktemp -d); trap 'rm -rf "$tmpdir"' EXIT; cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db --repo-root ../envctl refactor --from META_ROOT --to LIFE_OS_ROOT --render-out "$tmpdir/envctl-lifeos-refactor" --json,stdout:req-061-cmd06-stdout;stderr:req-061-cmd06-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-CMD07,REQ-061,Expose hook deploy planning and approved apply with target-root safety,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db deploy hooks,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,tmpdir=$(mktemp -d); trap 'rm -rf "$tmpdir"' EXIT; cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db deploy --kind hooks --target "$tmpdir/lifeos-deploy-test" --json,stdout:req-061-cmd07-stdout;stderr:req-061-cmd07-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
REQ-061-CMD08,REQ-061,Expose roots widget as stable JSON,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db widget roots,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db widget roots --json,stdout:req-061-cmd08-stdout;stderr:req-061-cmd08-stderr,,verified,complete,"Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."
